id,key,value,type
529772489,addr:housenumber,602,regular
529772489,addr:street,Hayes Street,regular
529772489,amenity,restaurant,regular
529772489,cuisine,italian,regular
529772489,name:en,Cafe Altano,regular
529772489,phone,+14152521200,regular
529772489,website,http://cafealtanosf.com,regular
529777817,alt_name,Anti Saloon League,regular
529777817,amenity,pub,regular
529777817,name,Bourbon and Branch,regular
529780287,name:en,Coast Hotel,regular
529780287,tourism,hotel,regular
530286649,addr:housenumber,2073,regular
530286649,addr:street,Market Street,regular
530286649,amenity,restaurant,regular
530286649,name,Woodhouse Fish Co,regular
530286818,addr:city,San Francisco,regular
530286818,addr:housenumber,2020,regular
530286818,addr:postcode,94114,regular
530286818,addr:state,California,regular
530286818,addr:street,Market Street,regular
530286818,amenity,bank,regular
530286818,atm,yes,regular
530286818,drive_through,no,regular
530286818,name,Wells Fargo,regular
530286818,name:en,Wells Fargo,regular
530286818,phone,+14158651486,regular
530287604,name:en,Aardvark Books,regular
530287604,shop,books,regular
532361835,addr:housenumber,24,regular
532361835,addr:street,South Park,regular
532361835,amenity,restaurant,regular
532361835,cuisine,mexican,regular
532361835,name,Mexico Au Parc,regular
532361835,name:en,Mexico Au Parc,regular
532798624,name,Market & 5th St,regular
532798624,network,BART;Muni,regular
532798624,railway,subway_entrance,regular
532798624,ref,B1,regular
532798624,wheelchair,yes,regular
534888272,addr:city,San Francisco,regular
534888272,addr:country,US,regular
534888272,addr:housenumber,359,regular
534888272,addr:postcode,94117,regular
534888272,addr:street,Divisadero Street,regular
534888272,amenity,cafe,regular
534888272,name:en,Vinyl Cafe,regular
534888272,website,http://vinylsf.com/,regular
539989862,highway,turning_circle,regular
539993881,leisure,playground,regular
539993882,amenity,restaurant,regular
539993882,name,Sally's,regular
539993883,amenity,atm,regular
539993883,name,Wells Fargo,regular
539993884,amenity,fast_food,regular
539993884,name,What's Up Dog,regular
539993905,crossing,zebra,regular
539993905,highway,crossing,regular
540452285,addr:city,San Francisco,regular
540452285,addr:housenumber,3621,regular
540452285,addr:postcode,94110,regular
540452285,addr:state,California,regular
540452285,addr:street,18th Street,regular
540452285,amenity,restaurant,regular
540452285,cuisine,italian,regular
540452285,cuisine_1,pizza,regular
540452285,delivery,no,regular
540452285,name,Defina,regular
540452285,opening_hours,Mon-Thu 17:30-22:00 Fri-Sat 17:00-23:00 Sun 17:00-22:00,regular
540452285,outdoor_seating,yes,regular
540452285,phone,+14155524055,regular
540452285,smoking,no,regular
540452285,takeaway,yes,regular
540452285,website,http://www.delfinasf.com/,regular
540456131,addr:city,San Francisco,regular
540456131,addr:housenumber,3692,regular
540456131,addr:postcode,94110,regular
540456131,addr:state,California,regular
540456131,addr:street,18th Street,regular
540456131,address,3692 18th Street,regular
540456131,amenity,restaurant,regular
540456131,cuisine,ice_cream,regular
540456131,delivery,no,regular
540456131,name,Bi-Rite Creamery,regular
540456131,opening_hours,Mon-Sun 11:00-22:00,regular
540456131,outdoor_seating,no,regular
540456131,phone,+14156265600,regular
540456131,smoking,no,regular
540456131,takeaway,yes,regular
540456131,website,http://biritecreamery.com,regular
544349509,amenity,atm,regular
544349509,name,Rainbow market,regular
544349509,shop,convenience,regular
552853360,highway,traffic_signals,regular
552853360,turn_restrictions,yes,regular
552853367,highway,traffic_signals,regular
559171756,addr:housenumber,4238,regular
559171756,addr:street,18th Street,regular
559171756,amenity,restaurant,regular
559171756,name,Cote Sud,regular
559171756,phone,+14152556565,regular
559174750,addr:housenumber,4350,regular
559174750,addr:street,18th Street,regular
559174750,name,Big Cleaners,regular
559174750,opening_hours,Mo-Fr 07:30-19:00; Sa 09:00-18:00,regular
559174750,shop,dry_cleaning,regular
560515139,amenity,cafe,regular
560515139,name,Peets Coffee & Tea,regular
566922777,highway,bus_stop,regular
566922777,name,Haight St & Buchanan St,regular
566922777,nextbus:agency,sf-muni,regular
566922777,nextbus:stopid,14941,regular
566922777,shelter,no,regular
566922778,highway,bus_stop,regular
566922778,name,Haight St & Buchanan St,regular
566922778,nextbus:agency,sf-muni,regular
566922778,nextbus:stopid,14942,regular
566922778,shelter,yes,regular
566922780,highway,bus_stop,regular
566922780,name,Haight St & Laguna St,regular
566922780,nextbus:agency,sf-muni,regular
566922780,nextbus:stopid,14955,regular
566922780,shelter,yes,regular
566922787,highway,bus_stop,regular
566922787,name,Laguna St & Haight St,regular
566922787,nextbus:agency,sf-muni,regular
566922787,nextbus:stopid,15259,regular
566926788,highway,bus_stop,regular
566926788,name,Market St & South Van Ness Ave,regular
566926788,nextbus:agency,sf-muni,regular
566926788,nextbus:stopid,15692,regular
566926788,shelter,yes,regular
566926789,highway,bus_stop,regular
566926789,name,Market St & Van Ness Ave,regular
566926789,nextbus:agency,sf-muni,regular
566926789,nextbus:stopid,15696,regular
566926789,shelter,yes,regular
571457963,name,Good Life Grocery,regular
571457963,opening_hours,Mo-Su 08:00-20:00,regular
571457963,shop,convenience,regular
571458767,name,Billy's Dry Cleaners,regular
571458767,shop,dry_cleaning,regular
571459412,addr:housenumber,1469,regular
571459412,addr:postcode,94107,regular
571459412,addr:street,18th Street,regular
571459412,amenity,restaurant,regular
571459412,cuisine,peruvian,regular
571459412,name,Mochica,regular
571459412,name:en,Mochica,regular
571460529,addr:housenumber,300,regular
571460529,addr:postcode,94107,regular
571460529,addr:street,Connecticut Street,regular
571460529,amenity,restaurant,regular
571460529,cuisine,pizza,regular
571460529,name,Goat Hill Pizza,regular
571460529,phone,+14156411440,regular
571460529,website,http://www.goathill.com,regular
573259185,amenity,bicycle_parking,regular
573259185,capacity,2,regular
573259186,amenity,bicycle_parking,regular
573259186,capacity,2,regular
573259187,amenity,bicycle_parking,regular
573259187,capacity,2,regular
577294236,leisure,pitch,regular
577294236,sport,baseball,regular
581047109,highway,traffic_signals,regular
581074075,highway,turning_circle,regular
581240816,addr:housenumber,138,regular
581240816,addr:street,6th Street,regular
581240816,amenity,restaurant,regular
581240816,cuisine,Organic & locally-sourced Sandwich Shop,regular
581240816,name,Split Pea Seduction,regular
581240816,opening_hours,Mo-Fr 08:00-17:00,regular
581240816,takeaway,yes,regular
581240816,website,http://www.splitpeaseduction.com,regular
581251304,bicycle,yes,regular
581251304,crossing,traffic_signals,regular
581251304,highway,crossing,regular
582131344,addr:housenumber,662,regular
582131344,addr:street,Jackson Street,regular
582131344,description,Foot Reflexology,regular
582131344,landuse,recreation_ground,regular
582132544,amenity,bank,regular
582132544,description,Citibank,regular
582133717,addr:housenumber,667,regular
582133717,addr:street,Jackson Street,regular
582133717,amenity,restaurant,regular
582133717,description,Vietnamese Restaurant,regular
582133717,name,Golden Flower,regular
585508458,addr:city,San Francisco,regular
585508458,addr:country,US,regular
585508458,addr:housenumber,345,regular
585508458,addr:postcode,94111,regular
585508458,addr:state,California,regular
585508458,addr:street,California Street,regular
585508458,addr:unit,Suite 170,regular
585508458,amenity,dentist,regular
585508458,name,Serenity Dental Spa,regular
585968188,name,Asham Yoga,regular
585968188,sport,gymnastics,regular
586704382,addr:city,San Francisco,regular
586704382,addr:country,US,regular
586704382,addr:housenumber,2285,regular
586704382,addr:postcode,94114,regular
586704382,addr:state,California,regular
586704382,addr:street,Market Street,regular
586704382,name,Harvest Market,regular
586704382,shop,convenience,regular
586704382,wheelchair,yes,regular
586709251,addr:city,San Francisco,regular
586709251,addr:housenumber,2275,regular
586709251,addr:postcode,94114,regular
586709251,addr:street,Market Street,regular
586709251,leisure,sports_centre,regular
586709251,name,Alex Fitness,regular
586713622,addr:city,San Francisco,regular
586713622,addr:housenumber,2257,regular
586713622,addr:postcode,94114,regular
586713622,addr:street,Market Street,regular
586713622,amenity,cafe,regular
586713622,cuisine,coffee_shop,regular
586713622,internet_access,yes,regular
586713622,name,Peet's Coffee & Tea,regular
586719219,addr:city,San Francisco,regular
586719219,addr:housenumber,2217,regular
586719219,addr:postcode,94114,regular
586719219,addr:street,Market Street,regular
586719219,amenity,restaurant,regular
586719219,cuisine,indian,regular
586719219,description,Indian cuisine,regular
586719219,name,Tara Indian Cuisine,regular
586719219,phone,+14158616655,regular
586728486,addr:housenumber,2288,regular
586728486,addr:street,Market Street,regular
586728486,amenity,clinic,regular
586728486,name,GoHealth Urgent Care,regular
586728486,operator,Dignity Health,regular
586754870,addr:housenumber,438A,regular
586754870,addr:postcode,94114,regular
586754870,addr:street,Castro Street,regular
586754870,amenity,restaurant,regular
586754870,cuisine,thai,regular
586754870,name,Thailand Restaurant,regular
586754870,phone,+14158636868,regular
586754870,website,http://thailandrestaurantsf.com,regular
586756670,addr:housenumber,460,regular
586756670,addr:postcode,94114,regular
586756670,addr:street,Castro Street,regular
586756670,amenity,restaurant,regular
586756670,cuisine,sushi,regular
586756670,name,Osaka Sushi,regular
586756670,phone,+14152558828,regular
588146912,addr:street,Fulton Street,regular
588146912,name,Golden Gate Park Bike & Skate,regular
588146912,shop,bicycle,regular
588146912,website,http://www.goldengateparkbikeandskate.com/,regular
588932640,addr:housenumber,Pier 3,regular
588932640,addr:street,The Embarcadero,regular
588932640,amenity,restaurant,regular
588932640,name,Plant Cafe Organics,regular
590623598,amenity,fuel,regular
590623598,name,76 Gas Station,regular
590624549,amenity,fuel,regular
590624549,name,Shell Gas Station,regular
590986876,highway,crossing,regular
590986886,highway,crossing,regular
590986990,highway,crossing,regular
595774133,noexit,yes,regular
596844993,amenity,restaurant,regular
596844993,name,Pizza Nostra,regular
603359880,barrier,gate,regular
603359880,bicycle,no,regular
603359880,foot,no,regular
603359881,barrier,gate,regular
603359881,bicycle,no,regular
603359881,foot,no,regular
610183472,addr:housenumber,3848,regular
610183472,addr:street,Geary Boulevard,regular
610183472,amenity,pub,regular
610183472,name,Buckshot,regular
612027358,noexit,yes,regular
612028744,crossing,traffic_signals,regular
612028744,highway,crossing,regular
612028763,crossing,traffic_signals,regular
612028763,highway,crossing,regular
612031164,crossing,uncontrolled,regular
612031164,highway,crossing,regular
612031165,crossing,uncontrolled,regular
612031165,highway,crossing,regular
612765095,addr:city,San Francisco,regular
612765095,addr:country,US,regular
612765095,addr:housenumber,1512,regular
612765095,addr:postcode,94133,regular
612765095,addr:state,California,regular
612765095,addr:street,Stockton Street,regular
612765095,amenity,restaurant,regular
612765095,name,North Beach Restaurant,regular
612765104,railway,level_crossing,regular
612765106,railway,level_crossing,regular
612765379,crossing,no,regular
612767884,addr:city,San Francisco,regular
612767884,addr:country,US,regular
612767884,addr:housenumber,1401,regular
612767884,addr:state,California,regular
612767884,addr:street,Stockton Street,regular
612767884,name,Lee's Market,regular
612767884,shop,supermarket,regular
612773615,crossing,traffic_signals,regular
612773615,highway,crossing,regular
612773974,crossing,uncontrolled,regular
612773974,highway,crossing,regular
612773974,source,USGS Large Scale Imagery,regular
613270075,amenity,cafe,regular
613270075,name,La Boulange,regular
613315057,crossing,uncontrolled,regular
613315057,highway,crossing,regular
617941921,highway,bus_stop,regular
621179351,addr:city,San Francisco,regular
621179351,addr:country,US,regular
621179351,addr:housenumber,198,regular
621179351,addr:postcode,94103,regular
621179351,addr:state,California,regular
621179351,addr:street,5th Street,regular
621179351,amenity,pub,regular
621179351,name,The Chieftain Irish Pub,regular
621179351,website,http://www.thechieftain.com/home,regular
621529017,addr:city,San Francisco,regular
621529017,atm,yes,regular
621529017,internet_access,wlan,regular
621529017,name,Exploratorium,regular
621529017,opening_hours,"Tu-Su 10:00-17:00; Jun 19 - Sep 4 Mo-Su 10:00-17:00, Fr 10:00-21:00",regular
621529017,start_date,2013-04-12,regular
621529017,tourism,museum,regular
621529017,website,http://www.exploratorium.edu/,regular
621529017,wheelchair,yes,regular
621544129,highway,bus_stop,regular
621544130,highway,bus_stop,regular
621544131,highway,bus_stop,regular
621544132,highway,bus_stop,regular
621544133,highway,bus_stop,regular
621546942,amenity,atm,regular
621546942,operator,Wells Fargo ATM,regular
621546943,amenity,atm,regular
621546943,note,Drive-through,regular
621546943,operator,Wells Fargo,regular
621793515,addr:city,San Francisco,regular
621793515,addr:country,US,regular
621793515,addr:housenumber,619,regular
621793515,addr:street,Post Street,regular
621793515,amenity,salon,regular
621793515,name,Carmichael Salon,regular
621793515,phone,+14155092353,regular
621793515,source,survey,regular
621793520,addr:street,Post Street,regular
621793520,name,CheckoB Pet Botique,regular
621793520,shop,pet,regular
621793520,source,survey,regular
621793523,addr:city,San Francisco,regular
621793523,addr:country,US,regular
621793523,addr:housenumber,615,regular
621793523,addr:street,Post Street,regular
621793523,fax,415-922-3037,regular
621793523,name,Emperor Norton Inn,regular
621793523,phone,+14156736718,regular
621793523,source,survey,regular
621793523,tourism,hotel,regular
621793523,website,www.emperornortoninn.com,regular
621793525,addr:city,San Francisco,regular
621793525,addr:country,US,regular
621793525,addr:housenumber,605,regular
621793525,addr:street,Post Street,regular
621793525,amenity,restaurant,regular
621793525,cuisine,sushi,regular
621793525,name,Sakana,regular
621793525,source,survey,regular
621793529,addr:city,San Francisco,regular
621793529,addr:country,US,regular
621793529,addr:housenumber,601,regular
621793529,addr:street,Post Street,regular
621793529,amenity,bar,regular
621793529,name,Owl Tree,regular
621793529,source,survey,regular
621793543,addr:city,San Francisco,regular
621793543,addr:housenumber,693,regular
621793543,addr:street,Post Street,regular
621793543,name,King Liquor,regular
621793543,shop,convenience,regular
621793543,source,survey,regular
621793545,addr:city,San Francisco,regular
621793545,addr:housenumber,701,regular
621793545,addr:street,Post Street,regular
621793545,name,Hotel Beresford Arms,regular
621793545,source,survey,regular
621793545,tourism,hotel,regular
621793550,addr:city,San Francisco,regular
621793550,addr:country,US,regular
621793550,addr:housenumber,641,regular
621793550,addr:street,Post Street,regular
621793550,name,Worth Hotel,regular
621793550,source,survey,regular
621793550,tourism,hotel,regular
621793557,addr:city,San Francisco,regular
621793557,addr:country,US,regular
621793557,addr:housenumber,639,regular
621793557,addr:street,Post Street,regular
621793557,amenity,restaurant,regular
621793557,cuisine,thai,regular
621793557,name,Bahn: Thia BBQ Noodles,regular
621793557,source,survey,regular
621793565,addr:city,San Francisco,regular
621793565,addr:country,US,regular
621793565,addr:housenumber,633,regular
621793565,addr:street,Post Street,regular
621793565,name,Asaka Fine Arts,regular
621793565,shop,art,regular
621793565,source,survey,regular
621793599,addr:city,San Francisco,regular
621793599,addr:country,US,regular
621793599,addr:housenumber,643,regular
621793599,addr:postcode,94109,regular
621793599,addr:state,California,regular
621793599,addr:street,Post Street,regular
621793599,amenity,restaurant,regular
621793599,cuisine,thai,regular
621793599,name,Ar Roi,regular
621793599,source,survey,regular
621818312,addr:city,San Francisco,regular
621818312,addr:country,US,regular
621818312,addr:housenumber,490,regular
621818312,addr:street,Post Street,regular
621818312,amenity,parking,regular
621818312,garage,yes,regular
621818312,operator,ProPark,regular
621818312,source,survey,regular
621818319,name,Mason Liquor & Deli,regular
621818319,phone,+14158568976,regular
621818319,shop,convenience,regular
621818319,source,survey,regular
621818322,amenity,restaurant,regular
621818322,cuisine,sushi,regular
621818322,name,Akiko's Sushi Bar,regular
621818322,source,survey,regular
621818326,amenity,gym,regular
621818326,name,Club One Fitness,regular
621818326,phone,+14153371010,regular
621818326,source,survey,regular
621818329,amenity,bicycle_parking,regular
621818329,capacity,2,regular
621818329,fee,no,regular
621818329,outside,yes,regular
621818329,source,survey,regular
621818350,name,The Donatello,regular
621818350,source,survey,regular
621818350,tourism,hotel,regular
621818352,amenity,post_box,regular
621818352,operator,USPS,regular
621818352,source,survey,regular
621818364,name,JW Marriott,regular
621818364,source,survey,regular
621818364,tourism,hotel,regular
621818366,amenity,bar,regular
621818366,description,Inside the JW Marriott,regular
621818366,name,Level III,regular
621818366,source,survey,regular
621818379,addr:city,San Francisco,regular
621818379,addr:country,US,regular
621818379,addr:housenumber,589,regular
621818379,addr:street,Post Street,regular
621818379,name,Post Hotel,regular
621818379,source,survey,regular
621818379,tourism,hotel,regular
621818383,addr:city,San Francisco,regular
621818383,addr:country,US,regular
621818383,addr:housenumber,587,regular
621818383,addr:street,Post Street,regular
621818383,amenity,hookah_lounge,regular
621818383,name,Hookah Lounge,regular
621818383,source,survey,regular
621818388,addr:city,San Francisco,regular
621818388,addr:country,US,regular
621818388,addr:housenumber,545,regular
621818388,addr:street,Post Street,regular
621818388,name,Hotel Zeppelin San Francisco,regular
621818388,operator,Viceroy Hotel Group,regular
621818388,source,survey,regular
621818388,tourism,hotel,regular
621818388,website,http://www.viceroyhotelsandresorts.com/zeppelin,regular
621818393,addr:city,San Francisco,regular
621818393,addr:country,US,regular
621818393,addr:housenumber,545,regular
621818393,addr:street,Post Street,regular
621818393,amenity,restaurant,regular
621818393,name,Postrio,regular
621818393,source,survey,regular
621818396,amenity,restaurant,regular
621818396,name,Zingari,regular
621818396,source,survey,regular
621818430,addr:city,San Francisco,regular
621818430,addr:country,US,regular
621818430,addr:housenumber,599,regular
621818430,addr:street,Post Street,regular
621818430,amenity,restaurant,regular
621818430,name,Honey Honey Cafe & Crepery,regular
621818430,opening_hours,Mo-Su 07:30-22:00,regular
621818430,source,survey,regular
621851558,amenity,restaurant,regular
621851558,name,The White Horse,regular
621851558,source,survey,regular
621851559,addr:city,San Francisco,regular
621851559,addr:country,US,regular
621851559,addr:housenumber,701,regular
621851559,addr:state,California,regular
621851559,addr:street,Sutter Street,regular
621851559,amenity,fast_food,regular
621851559,name,Subway,regular
621851560,amenity,club,regular
621851560,name,The Cellar,regular
621851560,source,survey,regular
621851561,addr:city,San Francisco,regular
621851561,addr:country,US,regular
621851561,addr:housenumber,679,regular
621851561,addr:state,California,regular
621851561,addr:street,Sutter Street,regular
621851561,amenity,cafe,regular
621851561,name,Sugar Cafe,regular
621851561,source,survey,regular
621851562,addr:city,San Francisco,regular
621851562,addr:country,US,regular
621851562,addr:housenumber,657,regular
621851562,addr:state,California,regular
621851562,addr:street,Sutter Street,regular
621851562,inside_atm,1,regular
621851562,name,Marty's Liquor & Gourmet,regular
621851562,shop,convenience,regular
621851562,source,survey,regular
621851563,addr:housenumber,601,regular
621851563,addr:street,Sutter Street,regular
621851563,amenity,restaurant,regular
621851563,cuisine,italian,regular
621851563,name,Cesario's,regular
621851563,source,survey,regular
621851564,addr:city,San Francisco,regular
621851564,addr:country,US,regular
621851564,addr:state,California,regular
621851564,name,Marine's Memorial Club & Hotel,regular
621851564,source,survey,regular
621851564,tourism,hotel,regular
621851565,amenity,theatre,regular
621851565,name,Marine's Memorial Theater,regular
621851565,source,survey,regular
621851566,addr:city,San Francisco,regular
621851566,addr:country,US,regular
621851566,addr:housenumber,615,regular
621851566,addr:street,Sutter Street,regular
621851566,atm_inside,1,regular
621851566,name,MMC Wine & Spirit,regular
621851566,phone,+14154744951,regular
621851566,shop,convenience,regular
621851566,source,survey,regular
621851567,addr:city,San Francisco,regular
621851567,addr:country,US,regular
621851567,addr:housenumber,635,regular
621851567,addr:state,California,regular
621851567,addr:street,Sutter Street,regular
621851567,name,Hotel Beresford,regular
621851567,phone,+14156739900,regular
621851567,source,survey,regular
621851567,tourism,hotel,regular
630736134,addr:housenumber,222,regular
630736134,addr:street,Halleck Street,regular
630736134,name,SF GreenClean,regular
630736134,opening_hours,Mo-Fr 07:00-19:00; Sa 09:00-17:00,regular
630736134,phone,+14155672100,regular
630736134,shop,dry_cleaning,regular
630736134,website,http://www.sfgreenclean.com/,regular
630748499,highway,bus_stop,regular
630748499,wheelchair,yes,regular
630761980,highway,bus_stop,regular
630985352,amenity,restaurant,regular
630985352,cuisine,salad,regular
630985352,name,Mixt Greens,regular
630988578,amenity,restaurant,regular
630988578,cuisine,mexican,regular
630988578,name,Tlaloc,regular
631311498,bulb,no,regular
631311498,highway,bus_stop,regular
631311498,operator,Muni;Amtrak,regular
631311498,route_ref,41;80X;82X,regular
631311498,shelter,yes,regular
631311498,source,survey,regular
631311498,stop_id,14445,regular
631311498,ticker,yes,regular
631311498,wheelchair,yes,regular
631311569,amenity,taxi,regular
631312404,addr:housenumber,33,regular
631312404,addr:street,Drumm Street,regular
631312404,name,Walgreens,regular
631312404,shop,chemist,regular
632146331,addr:city,San Francisco,regular
632146331,addr:housenumber,700,regular
632146331,addr:street,7th Avenue,regular
632146331,name,Four Seasons Wash N' Dry,regular
632146331,shop,laundry,regular
632146331,source,local_knowledge,regular
633151410,addr:city,San Francisco,regular
633151410,addr:postcode,94102,regular
633151410,addr:state,California,regular
633151410,alt_name,Macy's Station,regular
633151410,alt_name_1,Number Fifty Seven,regular
633151410,amenity,post_office,regular
633151410,description,In the basement of Macy's.,regular
633151410,level,-1,regular
633151410,name,Post Office,regular
633151410,operator,USPS,regular
633151410,phone,+14159560131,regular
633151410,sfgov.org:OBJECTID,29,regular
633151410,sfgov.org:OFFICE_TYP,Post Office,regular
633361220,highway,turning_circle,regular
633686734,amenity,fountain,regular
638887526,amenity,drinking_water,regular
638887526,dog,yes,regular
638887527,amenity,bench,regular
638887528,amenity,bench,regular
638887529,amenity,bench,regular
638887530,amenity,bench,regular
638887531,amenity,drinking_water,regular
638887531,dog,yes,regular
642814585,addr:housenumber,2323,regular
642814585,addr:street,Van Ness Avenue,regular
642814585,amenity,restaurant,regular
642814585,cuisine,"Swiss, fondue specialty",regular
642814585,name,Matterhorn,regular
642814585,opening_hours,Tu-Su 17:00-22:00,regular
642814585,phone,+14158856116,regular
645739953,addr:city,San Francisco,regular
645739953,addr:country,US,regular
645739953,addr:housenumber,475,regular
645739953,addr:postcode,94111,regular
645739953,addr:state,California,regular
645739953,addr:street,Sansome Street,regular
645739953,name,Flickr HQ,regular
647656705,addr:housenumber,799,regular
647656705,addr:street,Haight Street,regular
647656705,name,San Francyclo,regular
647656705,service:bicycle:rental,yes,regular
647656705,service:bicycle:repair,yes,regular
647656705,service:bicycle:retail,yes,regular
647656705,shop,bicycle,regular
647656705,website,sanfrancyclo.com,regular
647656706,addr:city,San Francisco,regular
647656706,addr:country,US,regular
647656706,addr:housenumber,201,regular
647656706,addr:postcode,94117,regular
647656706,addr:state,California,regular
647656706,addr:street,Steiner Street,regular
647656728,addr:housenumber,663,regular
647656728,addr:street,Haight Street,regular
647656739,addr:housenumber,698,regular
647656739,addr:street,Haight Street,regular
647656739,amenity,restaurant,regular
647656739,cuisine,national,regular
647656739,ethnicity,ethiopian,regular
647656739,name,Axum Cafe,regular
647656754,addr:city,San Francisco,regular
647656754,addr:housenumber,568,regular
647656754,addr:postcode,94117,regular
647656754,addr:street,Haight Street,regular
647656754,amenity,restaurant,regular
647656754,ethnicity,italian,regular
647656754,name,Uva Enoteca,regular
647656754,website,http://www.uvaenoteca.com,regular
647656759,addr:city,San Francisco,regular
647656759,addr:country,US,regular
647656759,addr:housenumber,471,regular
647656759,addr:postcode,94117,regular
647656759,addr:state,California,regular
647656759,addr:street,Haight Street,regular
647656759,amenity,restaurant,regular
647656759,cuisine,breakfast,regular
647656759,name,Kate's Kitchen,regular
647656760,addr:housenumber,498,regular
647656760,addr:street,Haight Street,regular
647656762,addr:housenumber,494,regular
647656762,addr:postcode,94117,regular
647656762,addr:street,Haight Street,regular
647656762,amenity,restaurant,regular
647656762,cuisine,thai,regular
647656762,delivery,yes,regular
647656762,ethnicity,thai,regular
647656762,name,House of Thai 2,regular
647656762,takeaway,yes,regular
647656785,addr:street,Haight Street,regular
647656785,amenity,cafe,regular
647656785,name,Cafe International,regular
647656785,undefined,coffee_shop,regular
647656796,addr:housenumber,576,regular
647656796,addr:street,Haight Street,regular
647656796,amenity,fast_food,regular
647656796,cuisine,barbecue,regular
647656796,name,Memphis Minnie's,regular
647656805,addr:city,San Francisco,regular
647656805,addr:housenumber,233,regular
647656805,addr:postcode,94117,regular
647656805,addr:street,Fillmore Street,regular
647656805,amenity,restaurant,regular
647656805,cuisine,indian,regular
647656805,ethnicity,indian,regular
647656805,name,Indian Oven,regular
647656805,website,http://www.indianovensf.com,regular
647656809,addr:housenumber,400,regular
647656809,addr:street,Waller Street,regular
647656809,amenity,restaurant,regular
647656809,cuisine,thai,regular
647656809,ethnicity,thai,regular
647656809,name,Thep Phanom,regular
647656809,opening_hours,Mo-Su 17:30-22:30,regular
647656809,outdoor_seating,no,regular
647656809,takeaway,yes,regular
647656809,website,http://www.thepphanom.com/Thepphanom/index.html,regular
647656834,addr:housenumber,501,regular
647656834,addr:postcode,94117,regular
647656834,addr:street,Haight Street,regular
647656834,name,Haight Fillmore Whole Foods Co.,regular
647656834,shop,convenience,regular
647656836,addr:housenumber,247,regular
647656836,addr:street,Fillmore Street,regular
647656836,amenity,fast_food,regular
647656836,cuisine,burger,regular
647656836,name,Metro Cafe,regular
647656857,addr:housenumber,553,regular
647656857,addr:street,Haight Street,regular
647656857,amenity,fast_food,regular
647656857,cuisine,sandwich,regular
647656857,name,Love 'n' Haight,regular
647656860,addr:housenumber,551,regular
647656860,addr:street,Haight Street,regular
647656860,amenity,fast_food,regular
647656860,cuisine,pizza,regular
647656860,name,Mythic Pizza,regular
647656864,addr:housenumber,545,regular
647656864,addr:street,Haight Street,regular
647656864,amenity,fast_food,regular
647656864,cuisine,sausage,regular
647656864,name,Rosamunde Sausage Grill,regular
647656864,website,http://www.rosamundesausagegrill.com/,regular
648270469,addr:city,San Francisco,regular
648270469,addr:country,US,regular
648270469,addr:housenumber,222,regular
648270469,addr:postcode,94102,regular
648270469,addr:state,California,regular
648270469,addr:street,Mason Street,regular
648270469,description,"Our property features 532 guest rooms and 22 suites, each with pillow-top beds, high-speed internet, and a wealth of modern amenities.",regular
648270469,name,Hotel Nikko San Francisco,regular
648270469,name:zh,旧金山日航酒店,regular
648270469,phone,+14153941111,regular
648270469,tourism,hotel,regular
648270469,website,http://www.hotelnikkosf.com/,regular
655381725,addr:housenumber,554,regular
655381725,addr:street,Columbus Avenue,regular
655381725,description,Unisex,regular
655381725,name,Kim's Precision Cuts,regular
655381725,opening_hours,Mo-Fr 09:30-19:00,regular
655381725,shop,hairdresser,regular
662025463,barrier,gate,regular
663533939,addr:housenumber,100,regular
663533939,addr:street,Church Street,regular
663533939,shop,thrift,regular
665688981,alt_name,Yoda Statue,regular
665688981,amenity,fountain,regular
665688981,artwork_type,statue,regular
665688981,name,Yoda Fountain,regular
665688981,tourism,artwork,regular
665688981,wheelchair,yes,regular
666369832,addr:city,San Francisco,regular
666369832,addr:housenumber,852,regular
666369832,addr:postcode,94117,regular
666369832,addr:street,Stanyan Street,regular
666369832,amenity,cafe,regular
666369832,cuisine,coffee_shop,regular
666369832,name,Lava Java,regular
666571224,highway,traffic_signals,regular
666571224,traffic_signals:sound,yes,regular
666571226,highway,traffic_signals,regular
666613371,barrier,bollard,regular
669137638,amenity,post_box,regular
669137638,note,TODO: location,regular
669137638,operator,US Mail Service,regular
669137643,amenity,post_box,regular
669137643,operator,USPS,regular
669137647,amenity,post_box,regular
669137647,operator,USPS,regular
669137650,amenity,post_box,regular
669137650,operator,US Mail Service,regular
669137652,amenity,post_box,regular
669137652,operator,US Mail Service,regular
669137653,amenity,post_box,regular
669137653,operator,US Mail Service,regular
669137656,amenity,post_box,regular
669137656,operator,US Mail Service,regular
669137658,highway,bus_stop,regular
669137658,operator,SamTrans,regular
669137658,route_ref,KX;292;391,regular
669137658,shelter,no,regular
669137658,source,survey,regular
669137658,wheelchair,yes,regular
669137660,amenity,post_box,regular
669137660,capacity,5,regular
669137660,operator,US Mail Service,regular
669137756,highway,bus_stop,regular
669137756,operator,San Francisco Municipal Railway,regular
669137760,amenity,post_box,regular
669137760,operator,US Mail Service,regular
669137763,bulb,no,regular
669137763,highway,bus_stop,regular
669137763,operator,San Francisco Municipal Railway,regular
669137763,route_ref,28;76;91 Owl,regular
669137763,shelter,yes,regular
669137763,ticker,yes,regular
669137768,amenity,post_box,regular
669137768,operator,US Mail Service,regular
669137772,amenity,post_box,regular
669137772,operator,US Mail Service,regular
669137831,amenity,waste_basket,regular
669137848,amenity,post_box,regular
